source,author,title,description,url,urlToImage,publishedAt,content
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Harbor Capital Advisors Inc. Buys New Shares in Minerals Technologies Inc. (NYSE:MTX),"Harbor Capital Advisors Inc. bought a new stake in Minerals Technologies Inc. (NYSE:MTX – Free Report) in the 1st quarter, Holdings Channel reports. The firm bought 10,249 shares of the basic materials company’s stock, valued at approximately $652,000. Severa…",https://www.etfdailynews.com/2025/06/14/harbor-capital-advisors-inc-buys-new-shares-in-minerals-technologies-inc-nysemtx/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/minerals-technologies-inc-logo-1200x675.png?v=20240507151834&w=240&h=240&zc=2,2025-06-14T08:30:58Z,"Harbor Capital Advisors Inc. bought a new stake in Minerals Technologies Inc. (NYSE:MTX – Free Report) in the 1st quarter, Holdings Channel reports. The firm bought 10,249 shares of the basic materia… [+4978 chars]"
"{'id': 'cbc-news', 'name': 'CBC News'}",,Something stinks at Corner Brook's new hospital,Newfoundland and Labrador Health Services says they now know the source and are working to deal with it.,https://www.cbc.ca/news/canada/newfoundland-labrador/corner-brook-hospital-smell-1.7560292,https://i.cbc.ca/1.6905536.1711034220!/fileImage/httpImage/image.jpg_gen/derivatives/16x9_1180/new-hospital-corner-brook.jpg?im=Resize%3D620,2025-06-14T08:30:00Z,"For months a foul odour has lingered near both the main and emergency entrances of Corner Brook's new Western Memorial Regional Hospital, but a Newfoundland and Labrador Health Services representativ… [+2227 chars]"
"{'id': None, 'name': 'Roanoke Times'}",LUKE WEIR The Roanoke Times,House primaries in Roanoke region signal arrival of 2025 election season,"Virginia House members serve two-year terms, and there are two primary elections happening in the Roanoke region on Tuesday.",https://roanoke.com/news/local/government-politics/elections/article_7d10fe3b-c975-46f6-96ae-1d8ec9bdc15d.html,https://bloximages.newyork1.vip.townnews.com/roanoke.com/content/tncms/assets/v3/editorial/7/d1/7d10fe3b-c975-46f6-96ae-1d8ec9bdc15d/684c981cb9da2.preview.jpg?crop=1763%2C926%2C0%2C124&resize=1200%2C630&order=crop%2Cresize,2025-06-14T08:30:00Z,"Election season blooms anew Tuesday in Virginia, as voters prepare for primary contests before deciding on a slate of state and local candidates this fall.
All 100 members of the Virginia House of D… [+5947 chars]"
"{'id': None, 'name': 'Slickdeals.net'}",phoinix | Staff,$1.99: The Diabetes Code: Prevent and Reverse Type 2 Diabetes Naturally (eBook) by Dr. Jason Fung (1 replies),"Previous Frontpage Deal at $2 with 77 Deal Score and 139 comments.

Available Retailers:Amazon [amazon.com] (Kindle eBook)
Barnes &amp; Noble [barnesandnoble.com] (NOOK eBook)
Google Play Stor",https://slickdeals.net/f/18380482-1-99-the-diabetes-code-prevent-and-reverse-type-2-diabetes-naturally-ebook-by-dr-jason-fung,https://slickdeals.net/attachment/1/1/7/1/5/2/7/450x450/17740750.thumb,2025-06-14T08:29:08Z,"Previous Frontpage Deal at $2 with 77 Deal Score and 139 comments.Available Retailers:
<table><tr><td>Author</td><td>Dr. Jason Fung</td></tr><tr><td>Publisher</td><td>Greystone Books</td></tr><tr><t… [+1655 chars]"
"{'id': None, 'name': 'Slickdeals.net'}",phoinix | Staff,$1.99: The Obesity Code: Unlocking the Secrets of Weight Loss (eBook) by Dr. Jason Fung (1 replies),"Previous Frontpage Deal at $2 with 69 Deal Score and 157 comments.

Available Retailers:Amazon [amazon.com] (Kindle eBook)
Barnes &amp; Noble [barnesandnoble.com] (NOOK eBook)
Google Play Stor",https://slickdeals.net/f/18380479-1-99-the-obesity-code-unlocking-the-secrets-of-weight-loss-ebook-by-dr-jason-fung,https://slickdeals.net/attachment/1/1/7/1/5/2/7/450x450/17740744.thumb,2025-06-14T08:28:28Z,"Previous Frontpage Deal at $2 with 69 Deal Score and 157 comments.Available Retailers:
<table><tr><td>Author</td><td>Dr. Jason Fung</td></tr><tr><td>Publisher</td><td>Greystone Books</td></tr><tr><t… [+1181 chars]"
"{'id': 'fox-news', 'name': 'Fox News'}","Landon Mion, Chad Pergram","About 60 people arrested after veterans' anti-ICE demonstration in Washington, DC, police say",Roughly 60 demonstrators were arrested on Friday outside the U.S. Capitol after breaching a police line of bike racks and running toward steps leading to the Capitol Rotunda.,https://www.foxnews.com/us/about-60-people-arrested-after-veterans-anti-ice-demonstration-washington-dc-police-say,https://static.foxnews.com/foxnews.com/content/uploads/2025/06/capitolarrests.png,2025-06-14T08:27:43Z,"Roughly 60 demonstrators were arrested on Friday outside the U.S. Capitol after breaching a police line of bike racks and advancing toward steps leading to the Capitol Rotunda, according to Capitol P… [+2415 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,Yousif Capital Management LLC Trims Position in Chemed Co. (NYSE:CHE),"Yousif Capital Management LLC cut its position in Chemed Co. (NYSE:CHE – Free Report) by 4.6% in the first quarter, HoldingsChannel.com reports. The firm owned 5,329 shares of the company’s stock after selling 255 shares during the quarter. Yousif Capital Man…",https://www.etfdailynews.com/2025/06/14/yousif-capital-management-llc-trims-position-in-chemed-co-nyseche/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/chemed-co-logo-1200x675.jpg?v=20240122150609&w=240&h=240&zc=2,2025-06-14T08:27:01Z,"Yousif Capital Management LLC cut its position in Chemed Co. (NYSE:CHE – Free Report) by 4.6% in the first quarter, HoldingsChannel.com reports. The firm owned 5,329 shares of the company’s stock aft… [+4584 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Yousif Capital Management LLC Sells 276 Shares of Primerica, Inc. (NYSE:PRI)","Yousif Capital Management LLC trimmed its position in shares of Primerica, Inc. (NYSE:PRI – Free Report) by 2.3% during the 1st quarter, Holdings Channel.com reports. The institutional investor owned 11,844 shares of the financial services provider’s stock af…",https://www.etfdailynews.com/2025/06/14/yousif-capital-management-llc-sells-276-shares-of-primerica-inc-nysepri/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/primerica-logo-1200x675.jpg&w=240&h=240&zc=2,2025-06-14T08:25:01Z,"Yousif Capital Management LLC trimmed its position in shares of Primerica, Inc. (NYSE:PRI – Free Report) by 2.3% during the 1st quarter, Holdings Channel.com reports. The institutional investor owned… [+4289 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Harbor Capital Advisors Inc. Purchases Shares of 8,334 Adtalem Global Education Inc. (NYSE:ATGE)","Harbor Capital Advisors Inc. purchased a new stake in shares of Adtalem Global Education Inc. (NYSE:ATGE – Free Report) during the first quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The institution…",https://www.etfdailynews.com/2025/06/14/harbor-capital-advisors-inc-purchases-shares-of-8334-adtalem-global-education-inc-nyseatge/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/adtalem-global-education-inc-logo-1200x675.jpg?v=20190607162835&w=240&h=240&zc=2,2025-06-14T08:24:48Z,"Harbor Capital Advisors Inc. purchased a new stake in shares of Adtalem Global Education Inc. (NYSE:ATGE – Free Report) during the first quarter, according to the company in its most recent disclosur… [+5532 chars]"
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Global Desk,"Pentobarbital injection used to execute Stephen Stanko, who killed two and raped his girl friend’s daughter, in South Carolina","Stephen Christopher Stanko faced execution in South Carolina. He was convicted for murders and other crimes. The execution happened via lethal injection. This event marks South Carolina's return to capital punishment. The state now offers lethal injection, fi…",https://economictimes.indiatimes.com/news/international/us/pentobarbital-injection-used-to-execute-stephen-stanko-who-killed-two-and-raped-his-girl-friends-daughter-in-south-carolina/articleshow/121845525.cms,"https://img.etimg.com/thumb/msid-121845611,width-1200,height-630,imgsize-28886,overlay-economictimes/articleshow.jpg",2025-06-14T08:20:40Z,"Stephen Christopher Stanko, 57, was executed by lethal injection of pentobarbital at South Carolinas Broad River Correctional Institution. Stanko was convicted of two separate murders committed in 20… [+3352 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Pallas Capital Advisors LLC Takes Position in Church & Dwight Co., Inc. (NYSE:CHD)","Pallas Capital Advisors LLC bought a new stake in Church & Dwight Co., Inc. (NYSE:CHD – Free Report) in the first quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund bought 2,526 shares of the company’s stock…",https://www.etfdailynews.com/2025/06/14/pallas-capital-advisors-llc-takes-position-in-church-dwight-co-inc-nysechd/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/church--dwight-co-inc-logo-1200x675.png?v=20240104073448&w=240&h=240&zc=2,2025-06-14T08:18:50Z,"Pallas Capital Advisors LLC bought a new stake in Church &amp; Dwight Co., Inc. (NYSE:CHD – Free Report) in the first quarter, according to its most recent disclosure with the Securities and Exchange… [+6903 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Pallas Capital Advisors LLC Raises Stock Holdings in Hologic, Inc. (NASDAQ:HOLX)","Pallas Capital Advisors LLC lifted its holdings in shares of Hologic, Inc. (NASDAQ:HOLX – Free Report) by 39.4% in the first quarter, according to its most recent disclosure with the Securities and Exchange Commission. The fund owned 4,356 shares of the medic…",https://www.etfdailynews.com/2025/06/14/pallas-capital-advisors-llc-raises-stock-holdings-in-hologic-inc-nasdaqholx/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/Hologic_Logo_RGB-1200x675.jpg&w=240&h=240&zc=2,2025-06-14T08:18:50Z,"Pallas Capital Advisors LLC lifted its holdings in shares of Hologic, Inc. (NASDAQ:HOLX – Free Report) by 39.4% in the first quarter, according to its most recent disclosure with the Securities and E… [+5914 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Park Avenue Securities LLC Grows Holdings in Sprouts Farmers Market, Inc. (NASDAQ:SFM)","Park Avenue Securities LLC grew its holdings in shares of Sprouts Farmers Market, Inc. (NASDAQ:SFM – Free Report) by 2.6% in the 1st quarter, HoldingsChannel.com reports. The institutional investor owned 4,749 shares of the company’s stock after acquiring an …",https://www.etfdailynews.com/2025/06/14/park-avenue-securities-llc-grows-holdings-in-sprouts-farmers-market-inc-nasdaqsfm/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/sprouts-farmers-market-inc-logo-1200x675.png?v=20240325163305&w=240&h=240&zc=2,2025-06-14T08:14:53Z,"Park Avenue Securities LLC grew its holdings in shares of Sprouts Farmers Market, Inc. (NASDAQ:SFM – Free Report) by 2.6% in the 1st quarter, HoldingsChannel.com reports. The institutional investor o… [+6010 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,UMB Bank n.a. Grows Position in Hamilton Lane Incorporated (NASDAQ:HLNE),"UMB Bank n.a. raised its holdings in Hamilton Lane Incorporated (NASDAQ:HLNE – Free Report) by 270.3% during the 1st quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The institutional investor owned 474 sh…",https://www.etfdailynews.com/2025/06/14/umb-bank-n-a-grows-position-in-hamilton-lane-incorporated-nasdaqhlne/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/hamilton-lane-inc-logo-1200x675.png&w=240&h=240&zc=2,2025-06-14T08:13:02Z,"UMB Bank n.a. raised its holdings in Hamilton Lane Incorporated (NASDAQ:HLNE – Free Report) by 270.3% during the 1st quarter, according to the company in its most recent filing with the Securities &a… [+5174 chars]"
"{'id': None, 'name': 'ETF Daily News'}",MarketBeat News,"Merit Financial Group LLC Sells 17,799 Shares of Walgreens Boots Alliance, Inc. (NASDAQ:WBA)","Merit Financial Group LLC trimmed its position in shares of Walgreens Boots Alliance, Inc. (NASDAQ:WBA – Free Report) by 51.0% during the 1st quarter, Holdings Channel reports. The fund owned 17,128 shares of the pharmacy operator’s stock after selling 17,799…",https://www.etfdailynews.com/2025/06/14/merit-financial-group-llc-sells-17799-shares-of-walgreens-boots-alliance-inc-nasdaqwba/,https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/walgreens-boots-alliance-inc-logo-1200x675.jpg?v=20221101151332&w=240&h=240&zc=2,2025-06-14T08:12:58Z,"Merit Financial Group LLC trimmed its position in shares of Walgreens Boots Alliance, Inc. (NASDAQ:WBA – Free Report) by 51.0% during the 1st quarter, Holdings Channel reports. The fund owned 17,128 … [+5573 chars]"
